question_id,mu,sigma,se_before,se_mean,se_std,delta_se,question,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,answer_10
qb_2774--81/81_303935.txt#0_0,2.0,0.5,-2.22e-16,0.924085179,0.017733033,-0.004461044,,,,,,,,,,,
qb_2774--81/81_303935.txt#0_0,2.0,1.0,-2.22e-16,0.908212241,0.037565483,-0.020333982,,,,,,,,,,,
qb_2774--81/81_303935.txt#0_0,2.0,2.0,-2.22e-16,0.83236526,0.099161656,-0.096180963,,,,,,,,,,,
bb_1997--80/80_876537.txt#0_1,0.0,0.5,0.0,2.145143405,0.017509008,-0.006329853,,,,,,,,,,,
bb_1997--80/80_876537.txt#0_1,0.0,1.0,0.0,2.119865638,0.033689125,-0.03160762,,,,,,,,,,,
bb_1997--80/80_876537.txt#0_1,0.0,2.0,0.0,2.030081816,0.068744348,-0.121391441,,,,,,,,,,,
bb_1997--80/80_876537.txt#0_1,0.5,0.5,0.0,2.144277928,0.01793149,-0.00719533,,,,,,,,,,,
bb_1997--80/80_876537.txt#0_1,0.5,1.0,0.0,2.120470804,0.034628322,-0.031002454,,,,,,,,,,,
bb_1997--80/80_876537.txt#0_1,0.5,2.0,0.0,2.028030722,0.069306644,-0.123442536,,,,,,,,,,,
bb_1997--80/80_876537.txt#0_1,1.0,0.5,0.0,2.144346424,0.018305359,-0.007126834,,,,,,,,,,,
bb_1997--80/80_876537.txt#0_1,1.0,1.0,0.0,2.120750095,0.036678203,-0.030723163,,,,,,,,,,,
bb_1997--80/80_876537.txt#0_1,1.0,2.0,0.0,2.033343755,0.07363171,-0.118129502,,,,,,,,,,,
bb_1997--80/80_876537.txt#0_1,2.0,0.5,0.0,2.142558602,0.01750063,-0.008914656,,,,,,,,,,,
bb_1997--80/80_876537.txt#0_1,2.0,1.0,0.0,2.117064639,0.037591766,-0.034408619,,,,,,,,,,,
bb_1997--80/80_876537.txt#0_1,2.0,2.0,0.0,2.026319266,0.080702834,-0.125153992,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_1,0.0,0.5,0.0,2.03399261,0.036094128,-0.016089645,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_1,0.0,1.0,0.0,1.986984013,0.072528569,-0.063098243,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_1,0.0,2.0,0.0,1.803599995,0.181572114,-0.24648226,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_1,0.5,0.5,0.0,2.038978345,0.027426361,-0.01110391,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_1,0.5,1.0,0.0,1.997818634,0.0556028,-0.052263621,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_1,0.5,2.0,0.0,1.804668768,0.149871893,-0.245413487,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_1,1.0,0.5,0.0,2.029996278,0.032947036,-0.020085977,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_1,1.0,1.0,0.0,1.977621063,0.070581093,-0.072461192,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_1,1.0,2.0,0.0,1.782646056,0.155357259,-0.267436199,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_1,2.0,0.5,0.0,2.044565026,0.035788346,-0.005517229,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_1,2.0,1.0,0.0,2.004271288,0.070530667,-0.045810967,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_1,2.0,2.0,0.0,1.787374629,0.169027759,-0.262707626,,,,,,,,,,,
sfq_5662--54/54_415167.txt#0_2,0.0,0.5,0.0,0.945001945,0.042760767,0.01098361,,,,,,,,,,,
sfq_5662--54/54_415167.txt#0_2,0.0,1.0,0.0,0.964160532,0.081919022,0.030142196,,,,,,,,,,,
sfq_5662--54/54_415167.txt#0_2,0.0,2.0,0.0,0.999544862,0.139828241,0.065526526,,,,,,,,,,,
sfq_5662--54/54_415167.txt#0_2,0.5,0.5,0.0,0.949508645,0.042129415,0.015490309,,,,,,,,,,,
sfq_5662--54/54_415167.txt#0_2,0.5,1.0,0.0,0.969843275,0.086282918,0.035824939,,,,,,,,,,,
sfq_5662--54/54_415167.txt#0_2,0.5,2.0,0.0,0.987147689,0.170462644,0.053129353,,,,,,,,,,,
sfq_5662--54/54_415167.txt#0_2,1.0,0.5,0.0,0.93863562,0.04929324,0.004617285,,,,,,,,,,,
sfq_5662--54/54_415167.txt#0_2,1.0,1.0,0.0,0.953562244,0.09425056,0.019543908,,,,,,,,,,,
sfq_5662--54/54_415167.txt#0_2,1.0,2.0,0.0,0.972761553,0.154060774,0.038743218,,,,,,,,,,,
sfq_5662--54/54_415167.txt#0_2,2.0,0.5,0.0,0.947343886,0.04290052,0.01332555,,,,,,,,,,,
sfq_5662--54/54_415167.txt#0_2,2.0,1.0,0.0,0.972411025,0.088288722,0.03839269,,,,,,,,,,,
sfq_5662--54/54_415167.txt#0_2,2.0,2.0,0.0,1.006261906,0.154855609,0.07224357,,,,,,,,,,,
odql_4122--97/97_2155160.txt#0_1,0.0,0.5,0.0,1.193542927,0.069282844,-0.015159353,,,,,,,,,,,
odql_4122--97/97_2155160.txt#0_1,0.0,1.0,0.0,1.162798946,0.134930924,-0.045903334,,,,,,,,,,,
odql_4122--97/97_2155160.txt#0_1,0.0,2.0,0.0,1.045593557,0.243164635,-0.163108724,,,,,,,,,,,
odql_4122--97/97_2155160.txt#0_1,0.5,0.5,0.0,1.190484907,0.061372153,-0.018217373,,,,,,,,,,,
odql_4122--97/97_2155160.txt#0_1,0.5,1.0,0.0,1.147410694,0.121197571,-0.061291586,,,,,,,,,,,
odql_4122--97/97_2155160.txt#0_1,0.5,2.0,0.0,1.008999838,0.237712054,-0.199702442,,,,,,,,,,,
odql_4122--97/97_2155160.txt#0_1,1.0,0.5,0.0,1.202263421,0.058396523,-0.00643886,,,,,,,,,,,
odql_4122--97/97_2155160.txt#0_1,1.0,1.0,0.0,1.1584287,0.109209458,-0.050273581,,,,,,,,,,,
odql_4122--97/97_2155160.txt#0_1,1.0,2.0,0.0,0.985918926,0.188921457,-0.222783354,,,,,,,,,,,
odql_4122--97/97_2155160.txt#0_1,2.0,0.5,0.0,1.192271521,0.06465194,-0.016430759,,,,,,,,,,,
odql_4122--97/97_2155160.txt#0_1,2.0,1.0,0.0,1.154969878,0.125623863,-0.053732403,,,,,,,,,,,
odql_4122--97/97_2155160.txt#0_1,2.0,2.0,0.0,1.008223956,0.246073519,-0.200478325,,,,,,,,,,,
sfq_16378--17/17_461209.txt#0_0,0.0,0.5,0.0,0.89450652,0.013438567,-0.001875464,,,,,,,,,,,
sfq_16378--17/17_461209.txt#0_0,0.0,1.0,0.0,0.888928568,0.026467996,-0.007453415,,,,,,,,,,,
sfq_16378--17/17_461209.txt#0_0,0.0,2.0,0.0,0.85550291,0.059535349,-0.040879073,,,,,,,,,,,
sfq_16378--17/17_461209.txt#0_0,0.5,0.5,0.0,0.897201234,0.012016428,0.000819251,,,,,,,,,,,
sfq_16378--17/17_461209.txt#0_0,0.5,1.0,0.0,0.891904131,0.025869781,-0.004477853,,,,,,,,,,,
sfq_16378--17/17_461209.txt#0_0,0.5,2.0,0.0,0.858005794,0.062654789,-0.038376189,,,,,,,,,,,
sfq_16378--17/17_461209.txt#0_0,1.0,0.5,0.0,0.893900684,0.012891646,-0.002481299,,,,,,,,,,,
sfq_16378--17/17_461209.txt#0_0,1.0,1.0,0.0,0.886555078,0.026211882,-0.009826905,,,,,,,,,,,
sfq_16378--17/17_461209.txt#0_0,1.0,2.0,0.0,0.849381148,0.061702312,-0.047000835,,,,,,,,,,,
sfq_16378--17/17_461209.txt#0_0,2.0,0.5,0.0,0.894778507,0.012354734,-0.001603476,,,,,,,,,,,
sfq_16378--17/17_461209.txt#0_0,2.0,1.0,0.0,0.886741822,0.026616293,-0.009640161,,,,,,,,,,,
sfq_16378--17/17_461209.txt#0_0,2.0,2.0,0.0,0.854475311,0.055103274,-0.041906672,,,,,,,,,,,
qz_4241--129/129_203139.txt#0_0,0.0,0.5,0.0,1.947192349,0.052185179,-0.023820698,,,,,,,,,,,
qz_4241--129/129_203139.txt#0_0,0.0,1.0,0.0,1.87772348,0.10387217,-0.093289567,,,,,,,,,,,
qz_4241--129/129_203139.txt#0_0,0.0,2.0,0.0,1.632586568,0.220440542,-0.338426479,,,,,,,,,,,
qz_4241--129/129_203139.txt#0_0,0.5,0.5,0.0,1.944152762,0.048143381,-0.026860285,,,,,,,,,,,
qz_4241--129/129_203139.txt#0_0,0.5,1.0,0.0,1.879139598,0.100626886,-0.091873449,,,,,,,,,,,
qz_4241--129/129_203139.txt#0_0,0.5,2.0,0.0,1.621934723,0.243299442,-0.349078324,,,,,,,,,,,
qz_4241--129/129_203139.txt#0_0,1.0,0.5,0.0,1.953405474,0.046341245,-0.017607573,,,,,,,,,,,
qz_4241--129/129_203139.txt#0_0,1.0,1.0,0.0,1.885777764,0.096965065,-0.085235283,,,,,,,,,,,
qz_4241--129/129_203139.txt#0_0,1.0,2.0,0.0,1.610631234,0.223581477,-0.360381813,,,,,,,,,,,
qz_4241--129/129_203139.txt#0_0,2.0,0.5,0.0,1.954448128,0.042572173,-0.016564919,,,,,,,,,,,
qz_4241--129/129_203139.txt#0_0,2.0,1.0,0.0,1.89836215,0.083757187,-0.072650897,,,,,,,,,,,
qz_4241--129/129_203139.txt#0_0,2.0,2.0,0.0,1.667335031,0.203427219,-0.303678016,,,,,,,,,,,
sfq_9677--35/35_1731921.txt#0_0,0.0,0.5,0.0,0.01212621,0.00419025,0.000972283,,,,,,,,,,,
sfq_9677--35/35_1731921.txt#0_0,0.0,1.0,0.0,0.014002522,0.00960862,0.002848595,,,,,,,,,,,
sfq_9677--35/35_1731921.txt#0_0,0.0,2.0,0.0,0.015949231,0.021099699,0.004795304,,,,,,,,,,,
sfq_9677--35/35_1731921.txt#0_0,0.5,0.5,0.0,0.01193792,0.004683973,0.000783993,,,,,,,,,,,
sfq_9677--35/35_1731921.txt#0_0,0.5,1.0,0.0,0.014024638,0.010245826,0.002870711,,,,,,,,,,,
sfq_9677--35/35_1731921.txt#0_0,0.5,2.0,0.0,0.01845135,0.025223683,0.007297422,,,,,,,,,,,
sfq_9677--35/35_1731921.txt#0_0,1.0,0.5,0.0,0.012335171,0.005343755,0.001181244,,,,,,,,,,,
sfq_9677--35/35_1731921.txt#0_0,1.0,1.0,0.0,0.015253495,0.012651504,0.004099568,,,,,,,,,,,
sfq_9677--35/35_1731921.txt#0_0,1.0,2.0,0.0,0.024080009,0.041480888,0.012926082,,,,,,,,,,,
sfq_9677--35/35_1731921.txt#0_0,2.0,0.5,0.0,0.011315537,0.004686176,0.00016161,,,,,,,,,,,
sfq_9677--35/35_1731921.txt#0_0,2.0,1.0,0.0,0.013076803,0.011883742,0.001922876,,,,,,,,,,,
sfq_9677--35/35_1731921.txt#0_0,2.0,2.0,0.0,0.02066817,0.034371477,0.009514243,,,,,,,,,,,
sfq_11145--8/8_2764204.txt#0_0,0.0,0.5,0.0,1.786829994,0.032232872,-0.011677686,,,,,,,,,,,
sfq_11145--8/8_2764204.txt#0_0,0.0,1.0,0.0,1.741573158,0.06936894,-0.056934523,,,,,,,,,,,
sfq_11145--8/8_2764204.txt#0_0,0.0,2.0,0.0,1.546194722,0.157299732,-0.252312958,,,,,,,,,,,
sfq_11145--8/8_2764204.txt#0_0,0.5,0.5,0.0,1.782379966,0.030571916,-0.016127714,,,,,,,,,,,
sfq_11145--8/8_2764204.txt#0_0,0.5,1.0,0.0,1.737260711,0.06801807,-0.06124697,,,,,,,,,,,
sfq_11145--8/8_2764204.txt#0_0,0.5,2.0,0.0,1.549986082,0.163522085,-0.248521599,,,,,,,,,,,
sfq_11145--8/8_2764204.txt#0_0,1.0,0.5,0.0,1.784866164,0.030273041,-0.013641516,,,,,,,,,,,
sfq_11145--8/8_2764204.txt#0_0,1.0,1.0,0.0,1.743568264,0.064291043,-0.054939417,,,,,,,,,,,
sfq_11145--8/8_2764204.txt#0_0,1.0,2.0,0.0,1.565920613,0.149978212,-0.232587068,,,,,,,,,,,
sfq_11145--8/8_2764204.txt#0_0,2.0,0.5,0.0,1.787512195,0.029702896,-0.010995486,,,,,,,,,,,
sfq_11145--8/8_2764204.txt#0_0,2.0,1.0,0.0,1.74387532,0.067255053,-0.054632361,,,,,,,,,,,
sfq_11145--8/8_2764204.txt#0_0,2.0,2.0,0.0,1.558383912,0.159058325,-0.240123769,,,,,,,,,,,
sfq_13406--148/148_983957.txt#0_0,0.0,0.5,0.0,1.757206856,0.047515858,-0.00760604,,,,,,,,,,,
sfq_13406--148/148_983957.txt#0_0,0.0,1.0,0.0,1.736748296,0.091292357,-0.0280646,,,,,,,,,,,
sfq_13406--148/148_983957.txt#0_0,0.0,2.0,0.0,1.639489497,0.175570827,-0.125323399,,,,,,,,,,,
sfq_13406--148/148_983957.txt#0_0,0.5,0.5,0.0,1.758745598,0.049245464,-0.006067298,,,,,,,,,,,
sfq_13406--148/148_983957.txt#0_0,0.5,1.0,0.0,1.740080386,0.098081916,-0.02473251,,,,,,,,,,,
sfq_13406--148/148_983957.txt#0_0,0.5,2.0,0.0,1.645435113,0.20208328,-0.119377783,,,,,,,,,,,
sfq_13406--148/148_983957.txt#0_0,1.0,0.5,0.0,1.755524762,0.045557096,-0.009288135,,,,,,,,,,,
sfq_13406--148/148_983957.txt#0_0,1.0,1.0,0.0,1.733027136,0.088460569,-0.03178576,,,,,,,,,,,
sfq_13406--148/148_983957.txt#0_0,1.0,2.0,0.0,1.655007495,0.186885119,-0.109805401,,,,,,,,,,,
sfq_13406--148/148_983957.txt#0_0,2.0,0.5,0.0,1.751016267,0.050530584,-0.013796629,,,,,,,,,,,
sfq_13406--148/148_983957.txt#0_0,2.0,1.0,0.0,1.717653885,0.097654927,-0.047159011,,,,,,,,,,,
sfq_13406--148/148_983957.txt#0_0,2.0,2.0,0.0,1.61496423,0.185455034,-0.149848666,,,,,,,,,,,
sfq_2528--156/156_1523996.txt#0_1,0.0,0.5,1.11e-16,0.194829565,0.048194316,-0.001525169,,,,,,,,,,,
sfq_2528--156/156_1523996.txt#0_1,0.0,1.0,1.11e-16,0.19692916,0.088848806,0.000574425,,,,,,,,,,,
sfq_2528--156/156_1523996.txt#0_1,0.0,2.0,1.11e-16,0.1980188,0.135566476,0.001664065,,,,,,,,,,,
sfq_2528--156/156_1523996.txt#0_1,0.5,0.5,1.11e-16,0.199853095,0.03845347,0.00349836,,,,,,,,,,,
sfq_2528--156/156_1523996.txt#0_1,0.5,1.0,1.11e-16,0.205008918,0.076113434,0.008654183,,,,,,,,,,,
sfq_2528--156/156_1523996.txt#0_1,0.5,2.0,1.11e-16,0.217905933,0.131481808,0.021551198,,,,,,,,,,,
sfq_2528--156/156_1523996.txt#0_1,1.0,0.5,1.11e-16,0.19815395,0.040938978,0.001799215,,,,,,,,,,,
sfq_2528--156/156_1523996.txt#0_1,1.0,1.0,1.11e-16,0.201950841,0.076732248,0.005596107,,,,,,,,,,,
sfq_2528--156/156_1523996.txt#0_1,1.0,2.0,1.11e-16,0.219429306,0.127739716,0.023074571,,,,,,,,,,,
sfq_2528--156/156_1523996.txt#0_1,2.0,0.5,1.11e-16,0.199574675,0.04020383,0.00321994,,,,,,,,,,,
sfq_2528--156/156_1523996.txt#0_1,2.0,1.0,1.11e-16,0.206010582,0.075992667,0.009655847,,,,,,,,,,,
sfq_2528--156/156_1523996.txt#0_1,2.0,2.0,1.11e-16,0.211154739,0.135966088,0.014800005,,,,,,,,,,,
qf_2575--20/20_3214656.txt#0_0,0.0,0.5,1.11e-16,0.458368286,0.056719794,-0.001236361,,,,,,,,,,,
qf_2575--20/20_3214656.txt#0_0,0.0,1.0,1.11e-16,0.444534894,0.108947832,-0.015069753,,,,,,,,,,,
qf_2575--20/20_3214656.txt#0_0,0.0,2.0,1.11e-16,0.378854686,0.185125531,-0.080749961,,,,,,,,,,,
qf_2575--20/20_3214656.txt#0_0,0.5,0.5,1.11e-16,0.456180972,0.0526232,-0.003423675,,,,,,,,,,,
qf_2575--20/20_3214656.txt#0_0,0.5,1.0,1.11e-16,0.443742139,0.10054407,-0.015862508,,,,,,,,,,,
qf_2575--20/20_3214656.txt#0_0,0.5,2.0,1.11e-16,0.368603101,0.168349718,-0.091001546,,,,,,,,,,,
qf_2575--20/20_3214656.txt#0_0,1.0,0.5,1.11e-16,0.452712927,0.050612137,-0.00689172,,,,,,,,,,,
qf_2575--20/20_3214656.txt#0_0,1.0,1.0,1.11e-16,0.437706274,0.097367832,-0.021898372,,,,,,,,,,,
qf_2575--20/20_3214656.txt#0_0,1.0,2.0,1.11e-16,0.382137806,0.186150381,-0.07746684,,,,,,,,,,,
qf_2575--20/20_3214656.txt#0_0,2.0,0.5,1.11e-16,0.462640759,0.062166609,0.003036112,,,,,,,,,,,
qf_2575--20/20_3214656.txt#0_0,2.0,1.0,1.11e-16,0.455580088,0.121444325,-0.004024558,,,,,,,,,,,
qf_2575--20/20_3214656.txt#0_0,2.0,2.0,1.11e-16,0.396329688,0.207088723,-0.063274958,,,,,,,,,,,
qf_478--194/194_393733.txt#0_1,0.0,0.5,2.22e-16,-1.22e-17,1.87e-16,2.1e-16,,,,,,,,,,,
qf_478--194/194_393733.txt#0_1,0.0,1.0,2.22e-16,-2.66e-17,1.71e-16,1.95e-16,,,,,,,,,,,
qf_478--194/194_393733.txt#0_1,0.0,2.0,2.22e-16,-2.11e-17,1.54e-16,2.01e-16,,,,,,,,,,,
qf_478--194/194_393733.txt#0_1,0.5,0.5,2.22e-16,-1.78e-17,1.48e-16,2.04e-16,,,,,,,,,,,
qf_478--194/194_393733.txt#0_1,0.5,1.0,2.22e-16,-4.88e-17,1.88e-16,1.73e-16,,,,,,,,,,,
qf_478--194/194_393733.txt#0_1,0.5,2.0,2.22e-16,-5.77e-17,1.47e-16,1.64e-16,,,,,,,,,,,
qf_478--194/194_393733.txt#0_1,1.0,0.5,2.22e-16,-2e-17,1.89e-16,2.02e-16,,,,,,,,,,,
qf_478--194/194_393733.txt#0_1,1.0,1.0,2.22e-16,-5e-17,1.77e-16,1.72e-16,,,,,,,,,,,
qf_478--194/194_393733.txt#0_1,1.0,2.0,2.22e-16,-7.22e-17,1.45e-16,1.5e-16,,,,,,,,,,,
qf_478--194/194_393733.txt#0_1,2.0,0.5,2.22e-16,7.77e-18,1.69e-16,2.3e-16,,,,,,,,,,,
qf_478--194/194_393733.txt#0_1,2.0,1.0,2.22e-16,-7.44e-17,1.78e-16,1.48e-16,,,,,,,,,,,
qf_478--194/194_393733.txt#0_1,2.0,2.0,2.22e-16,-5.77e-17,1.54e-16,1.64e-16,,,,,,,,,,,
qf_3745--59/59_2512300.txt#0_2,0.0,0.5,2.22e-16,1.682584055,0.056768967,-0.005475965,,,,,,,,,,,
qf_3745--59/59_2512300.txt#0_2,0.0,1.0,2.22e-16,1.649676887,0.114789004,-0.038383134,,,,,,,,,,,
qf_3745--59/59_2512300.txt#0_2,0.0,2.0,2.22e-16,1.509017408,0.243345414,-0.179042612,,,,,,,,,,,
qf_3745--59/59_2512300.txt#0_2,0.5,0.5,2.22e-16,1.674136711,0.056634354,-0.01392331,,,,,,,,,,,
qf_3745--59/59_2512300.txt#0_2,0.5,1.0,2.22e-16,1.633937297,0.112157853,-0.054122724,,,,,,,,,,,
qf_3745--59/59_2512300.txt#0_2,0.5,2.0,2.22e-16,1.48361839,0.221905883,-0.204441631,,,,,,,,,,,
qf_3745--59/59_2512300.txt#0_2,1.0,0.5,2.22e-16,1.672663987,0.053277651,-0.015396033,,,,,,,,,,,
qf_3745--59/59_2512300.txt#0_2,1.0,1.0,2.22e-16,1.637164335,0.105280921,-0.050895686,,,,,,,,,,,
qf_3745--59/59_2512300.txt#0_2,1.0,2.0,2.22e-16,1.515414602,0.196051345,-0.172645418,,,,,,,,,,,
qf_3745--59/59_2512300.txt#0_2,2.0,0.5,2.22e-16,1.675776381,0.050046566,-0.01228364,,,,,,,,,,,
qf_3745--59/59_2512300.txt#0_2,2.0,1.0,2.22e-16,1.647210844,0.104873461,-0.040849177,,,,,,,,,,,
qf_3745--59/59_2512300.txt#0_2,2.0,2.0,2.22e-16,1.516099718,0.219017417,-0.171960302,,,,,,,,,,,
qf_1492--14/14_2475412.txt#0_0,0.0,0.5,2.22e-16,1.201967263,0.046135584,-0.005492944,,,,,,,,,,,
qf_1492--14/14_2475412.txt#0_0,0.0,1.0,2.22e-16,1.194994158,0.09130113,-0.012466048,,,,,,,,,,,
qf_1492--14/14_2475412.txt#0_0,0.0,2.0,2.22e-16,1.141376442,0.198482013,-0.066083764,,,,,,,,,,,
qf_1492--14/14_2475412.txt#0_0,0.5,0.5,2.22e-16,1.208778525,0.044449687,0.001318318,,,,,,,,,,,
qf_1492--14/14_2475412.txt#0_0,0.5,1.0,2.22e-16,1.204278886,0.089789677,-0.00318132,,,,,,,,,,,
qf_1492--14/14_2475412.txt#0_0,0.5,2.0,2.22e-16,1.172985914,0.183600666,-0.034474292,,,,,,,,,,,
qf_1492--14/14_2475412.txt#0_0,1.0,0.5,2.22e-16,1.201139624,0.042739221,-0.006320582,,,,,,,,,,,
qf_1492--14/14_2475412.txt#0_0,1.0,1.0,2.22e-16,1.190920424,0.088095712,-0.016539782,,,,,,,,,,,
qf_1492--14/14_2475412.txt#0_0,1.0,2.0,2.22e-16,1.140308848,0.196524559,-0.067151358,,,,,,,,,,,
qf_1492--14/14_2475412.txt#0_0,2.0,0.5,2.22e-16,1.210707132,0.042148869,0.003246926,,,,,,,,,,,
qf_1492--14/14_2475412.txt#0_0,2.0,1.0,2.22e-16,1.207710472,0.088247694,0.000250266,,,,,,,,,,,
qf_1492--14/14_2475412.txt#0_0,2.0,2.0,2.22e-16,1.147638337,0.186375565,-0.05982187,,,,,,,,,,,
jp_1391--61/61_1385217.txt#0_1,0.0,0.5,2.22e-16,1.501142215,0.039674607,-0.008306488,,,,,,,,,,,
jp_1391--61/61_1385217.txt#0_1,0.0,1.0,2.22e-16,1.495312419,0.08061668,-0.014136283,,,,,,,,,,,
jp_1391--61/61_1385217.txt#0_1,0.0,2.0,2.22e-16,1.468681373,0.156203343,-0.040767329,,,,,,,,,,,
jp_1391--61/61_1385217.txt#0_1,0.5,0.5,2.22e-16,1.514283496,0.039406587,0.004834794,,,,,,,,,,,
jp_1391--61/61_1385217.txt#0_1,0.5,1.0,2.22e-16,1.519798488,0.079310838,0.010349786,,,,,,,,,,,
jp_1391--61/61_1385217.txt#0_1,0.5,2.0,2.22e-16,1.497568797,0.152294064,-0.011879906,,,,,,,,,,,
jp_1391--61/61_1385217.txt#0_1,1.0,0.5,2.22e-16,1.505596877,0.042481071,-0.003851825,,,,,,,,,,,
jp_1391--61/61_1385217.txt#0_1,1.0,1.0,2.22e-16,1.496504861,0.081168481,-0.012943841,,,,,,,,,,,
jp_1391--61/61_1385217.txt#0_1,1.0,2.0,2.22e-16,1.470356387,0.150663059,-0.039092315,,,,,,,,,,,
jp_1391--61/61_1385217.txt#0_1,2.0,0.5,2.22e-16,1.507105722,0.04088629,-0.002342981,,,,,,,,,,,
jp_1391--61/61_1385217.txt#0_1,2.0,1.0,2.22e-16,1.497895618,0.081345045,-0.011553084,,,,,,,,,,,
jp_1391--61/61_1385217.txt#0_1,2.0,2.0,2.22e-16,1.468534459,0.158321831,-0.040914243,,,,,,,,,,,
qz_2787--60/60_167773.txt#0_2,0.0,0.5,2.22e-16,1.882497955,0.038716582,-0.003295174,,,,,,,,,,,
qz_2787--60/60_167773.txt#0_2,0.0,1.0,2.22e-16,1.862983261,0.082969694,-0.022809868,,,,,,,,,,,
qz_2787--60/60_167773.txt#0_2,0.0,2.0,2.22e-16,1.703016266,0.185484387,-0.182776863,,,,,,,,,,,
qz_2787--60/60_167773.txt#0_2,0.5,0.5,2.22e-16,1.882619304,0.034095405,-0.003173825,,,,,,,,,,,
qz_2787--60/60_167773.txt#0_2,0.5,1.0,2.22e-16,1.866135025,0.073723467,-0.019658104,,,,,,,,,,,
qz_2787--60/60_167773.txt#0_2,0.5,2.0,2.22e-16,1.726710741,0.173543283,-0.159082388,,,,,,,,,,,
qz_2787--60/60_167773.txt#0_2,1.0,0.5,2.22e-16,1.887006421,0.037397333,0.001213292,,,,,,,,,,,
qz_2787--60/60_167773.txt#0_2,1.0,1.0,2.22e-16,1.878187632,0.08298659,-0.007605497,,,,,,,,,,,
qz_2787--60/60_167773.txt#0_2,1.0,2.0,2.22e-16,1.743098143,0.160869206,-0.142694986,,,,,,,,,,,
qz_2787--60/60_167773.txt#0_2,2.0,0.5,2.22e-16,1.880191428,0.035071547,-0.005601701,,,,,,,,,,,
qz_2787--60/60_167773.txt#0_2,2.0,1.0,2.22e-16,1.861458844,0.074279246,-0.024334285,,,,,,,,,,,
qz_2787--60/60_167773.txt#0_2,2.0,2.0,2.22e-16,1.707322116,0.167547659,-0.178471013,,,,,,,,,,,
qw_9299--131/131_1223632.txt#0_1,0.0,0.5,2.22e-16,0.186866949,0.019876251,-0.012114415,,,,,,,,,,,
qw_9299--131/131_1223632.txt#0_1,0.0,1.0,2.22e-16,0.167777712,0.035812532,-0.031203652,,,,,,,,,,,
qw_9299--131/131_1223632.txt#0_1,0.0,2.0,2.22e-16,0.117567028,0.050545318,-0.081414337,,,,,,,,,,,
qw_9299--131/131_1223632.txt#0_1,0.5,0.5,2.22e-16,0.193678021,0.021686995,-0.005303344,,,,,,,,,,,
qw_9299--131/131_1223632.txt#0_1,0.5,1.0,2.22e-16,0.178782663,0.040407529,-0.020198701,,,,,,,,,,,
qw_9299--131/131_1223632.txt#0_1,0.5,2.0,2.22e-16,0.131827108,0.060607202,-0.067154256,,,,,,,,,,,
qw_9299--131/131_1223632.txt#0_1,1.0,0.5,2.22e-16,0.195570028,0.022133258,-0.003411336,,,,,,,,,,,
qw_9299--131/131_1223632.txt#0_1,1.0,1.0,2.22e-16,0.183106741,0.039311534,-0.015874623,,,,,,,,,,,
qw_9299--131/131_1223632.txt#0_1,1.0,2.0,2.22e-16,0.132132992,0.055246637,-0.066848372,,,,,,,,,,,
qw_9299--131/131_1223632.txt#0_1,2.0,0.5,2.22e-16,0.199029978,0.023451695,4.86135e-05,,,,,,,,,,,
qw_9299--131/131_1223632.txt#0_1,2.0,1.0,2.22e-16,0.18642483,0.041644157,-0.012556534,,,,,,,,,,,
qw_9299--131/131_1223632.txt#0_1,2.0,2.0,2.22e-16,0.137723103,0.059434566,-0.061258261,,,,,,,,,,,
bb_6957--37/37_265768.txt#0_0,0.0,0.5,2.22e-16,0.489968735,0.031791532,-0.00740751,,,,,,,,,,,
bb_6957--37/37_265768.txt#0_0,0.0,1.0,2.22e-16,0.484932086,0.064305229,-0.012444158,,,,,,,,,,,
bb_6957--37/37_265768.txt#0_0,0.0,2.0,2.22e-16,0.454829304,0.130848651,-0.042546941,,,,,,,,,,,
bb_6957--37/37_265768.txt#0_0,0.5,0.5,2.22e-16,0.49128731,0.026880437,-0.006088935,,,,,,,,,,,
bb_6957--37/37_265768.txt#0_0,0.5,1.0,2.22e-16,0.481277118,0.055614965,-0.016099127,,,,,,,,,,,
bb_6957--37/37_265768.txt#0_0,0.5,2.0,2.22e-16,0.446152288,0.129014187,-0.051223956,,,,,,,,,,,
bb_6957--37/37_265768.txt#0_0,1.0,0.5,2.22e-16,0.493624346,0.028137246,-0.003751898,,,,,,,,,,,
bb_6957--37/37_265768.txt#0_0,1.0,1.0,2.22e-16,0.489535062,0.056246746,-0.007841183,,,,,,,,,,,
bb_6957--37/37_265768.txt#0_0,1.0,2.0,2.22e-16,0.46957106,0.111505486,-0.027805185,,,,,,,,,,,
