mu,mean,std,count
0.0,5.3460588311277366e-05,0.5203299233340405,1200
0.5,-0.0007826875445108884,0.5143093870531904,1200
1.0,-0.0008006521623010973,0.5199115584648955,1200
2.0,0.0050117501979546515,0.5413867114282068,1200
